pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
SL,2017-07-27,86.9,-1.7243,6.4623,Giancarlo Stanton,519317,596112,NA,foul,NA,NA,NA,NA,3,NA,R,R,R,MIA,CIN,S,NA,NA,2,2,2017,0.2256,0.8308,0.6761,3.014,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,571466,NA,NA,5.2165,-125.8208,-3.5038,1.0211,31.0106,-23.1134,3.6312,1.6016,197,73.7,53.1,84.84,2595,5.71,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.7877,NA,NA,NA,NA,NA,NA,NA,42,5,Slider,1,0,1,0,0,1,1,0,Infield shift,Standard,0
FF,2017-07-27,94.4,-1.6378,6.3811,Giancarlo Stanton,519317,596112,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,CIN,B,NA,NA,1,2,2017,-0.6,2.2063,1.4415,1.8184,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,571466,NA,NA,9.1919,-136.1803,-10.678,-9.6288,34.6594,-2.9214,3.9823,1.7876,NA,NA,NA,92.512,2389,5.999,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.499,NA,NA,NA,NA,NA,NA,NA,42,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,NA
FF,2017-07-27,95.3,-1.4345,6.2364,Giancarlo Stanton,519317,596112,NA,ball,NA,NA,NA,NA,12,NA,R,R,R,MIA,CIN,B,NA,NA,0,2,2017,-0.5128,1.721,1.0178,4.3872,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,571466,NA,NA,7.4674,-137.9302,-2.8421,-8.2604,34.7958,-10.3256,3.941,1.8083,NA,NA,NA,93.594,2307,5.876,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.6215,NA,NA,NA,NA,NA,NA,NA,42,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,NA
CH,2017-07-27,84.9,-1.5642,6.522,Giancarlo Stanton,519317,596112,NA,foul,NA,NA,NA,NA,4,NA,R,R,R,MIA,CIN,S,NA,NA,0,1,2017,-0.8359,1.4276,-0.6847,2.4027,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,571466,NA,NA,3.6253,-122.9211,-5.846,-9.0215,28.3978,-17.135,3.6312,1.6016,NA,NA,NA,83.025,1576,5.692,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.8057,NA,NA,NA,NA,NA,NA,NA,42,2,Changeup,1,0,1,0,0,1,1,0,Infield shift,Standard,NA
SL,2017-07-27,86.2,-1.6805,6.4063,Giancarlo Stanton,519317,596112,NA,swinging_strike,NA,NA,NA,NA,14,NA,R,R,R,MIA,CIN,S,NA,NA,0,0,2017,-0.0792,0.7691,0.8719,2.4545,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,571466,NA,NA,6.1155,-124.5951,-4.3929,-2.3158,31.0067,-23.678,3.6312,1.6016,NA,NA,NA,83.974,2597,5.737,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.7611,NA,NA,NA,NA,NA,NA,NA,42,1,Slider,1,0,1,0,0,1,1,0,Infield shift,Standard,NA
SL,2017-07-27,86.8,-1.8942,6.0541,Giancarlo Stanton,519317,596112,field_out,hit_into_play,NA,NA,NA,NA,6,Giancarlo Stanton flies out to center fielder Billy Hamilton.,R,R,R,MIA,CIN,X,8,fly_ball,0,2,2017,0.1456,0.2523,0.339,2.8158,NA,NA,543829,0,3,Bot,141.28,53.24,NA,NA,571466,NA,NA,4.9996,-125.913,-1.9575,0.389,28.3117,-29.3741,3.6312,1.6016,346,100.9,39.1,85.578,2495,5.909,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.5892,0.265,0.541,0,1,0,0,5,24,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,1
FF,2017-07-27,93,-1.9267,6.1266,Giancarlo Stanton,519317,596112,NA,called_strike,NA,NA,NA,NA,8,NA,R,R,R,MIA,CIN,S,NA,NA,0,1,2017,-1.2044,1.327,0.2402,2.3868,NA,NA,543829,0,3,Bot,NA,NA,NA,NA,571466,NA,NA,8.0527,-134.6349,-6.5094,-16.2548,31.1697,-15.0601,3.9795,1.7039,NA,NA,NA,91.775,2290,5.978,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.52,NA,NA,NA,NA,NA,NA,NA,24,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
FF,2017-07-27,94,-1.8913,6.2087,Giancarlo Stanton,519317,596112,NA,called_strike,NA,NA,NA,NA,9,NA,R,R,R,MIA,CIN,S,NA,NA,0,0,2017,-0.9562,1.4328,0.6641,1.7202,NA,NA,543829,0,3,Bot,NA,NA,NA,NA,571466,NA,NA,8.5882,-135.9553,-8.8238,-13.6472,31.7794,-12.9193,3.8563,1.6823,NA,NA,NA,92.632,2379,5.952,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.5461,NA,NA,NA,NA,NA,NA,NA,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
FF,2017-07-27,93.7,-1.7099,6.3193,Giancarlo Stanton,519317,596112,walk,ball,NA,NA,NA,NA,14,Giancarlo Stanton walks.,R,R,R,MIA,CIN,B,NA,NA,3,0,2017,-0.9406,1.7279,0.9998,1.9667,NA,NA,NA,1,1,Bot,NA,NA,NA,NA,571466,NA,NA,8.9291,-135.5245,-9.0728,-13.4307,30.4734,-9.3884,3.941,1.8083,NA,NA,NA,92.537,2292,5.988,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.5104,NA,NA,0.7,1,0,0,NA,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,NA
SL,2017-07-27,85.6,-1.9734,6.3589,Giancarlo Stanton,519317,596112,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,CIN,B,NA,NA,2,0,2017,-0.2089,0.1489,0.0784,0.7218,NA,NA,NA,1,1,Bot,NA,NA,NA,NA,571466,NA,NA,5.1792,-124.1073,-7.1567,-3.1996000000000002,26.2019,-29.4203,3.8584,1.6843,NA,NA,NA,84.289,2290,5.75,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.7481,NA,NA,NA,NA,NA,NA,NA,7,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,NA
FF,2017-07-27,94.2,-1.5409,6.2379,Giancarlo Stanton,519317,596112,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,CIN,B,NA,NA,1,0,2017,-0.7848,1.8044,2.1761,1.4458,NA,NA,NA,1,1,Bot,NA,NA,NA,NA,571466,NA,NA,11.1648,-135.8051,-10.3491,-12.1364,31.9576,-8.1313,3.879,1.6843,NA,NA,NA,92.406,2281,5.895,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.6025,NA,NA,NA,NA,NA,NA,NA,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,NA
SL,2017-07-27,86.4,-1.9881,6.3642,Giancarlo Stanton,519317,596112,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,CIN,B,NA,NA,0,0,2017,0.0129,0.477,0.8626,1.8083,NA,NA,543829,0,1,Bot,NA,NA,NA,NA,571466,NA,NA,6.6812,-125.2768,-5.4671,-1.2604,26.1279,-26.36,3.8808,1.7463,NA,NA,NA,85.287,2403,5.831,491621,596112,571466,458015,571697,553993,606299,594807,571740,594988,54.6673,NA,NA,NA,NA,NA,NA,NA,7,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,NA
FF,2017-07-26,65.3,-1.801,6.4363,Giancarlo Stanton,519317,592592,single,hit_into_play_no_out,NA,NA,NA,NA,1,Giancarlo Stanton singles on a ground ball to third baseman Joey Gallo.,R,R,R,TEX,MIA,X,5,ground_ball,0,0,2017,-0.1522,0.5899,-0.4495,3.0887,NA,NA,NA,0,9,Top,94.87,167.55,NA,NA,518960,NA,NA,2.5964,-94.887200000000007,1.1882,-1.2315,12.4124,-29.1068,3.5972,1.5678,90,94.4,4.9,64.294,1470,5.174,491613,592592,518960,435063,596059,608336,462101,592261,460576,608577,55.323,0.537,0.51,0.9,1,1,0,4,87,1,4-Seam Fastball,8,18,18,8,18,8,18,8,Strategic,Standard,0
FF,2017-07-26,91.7,-2.9291,6.2647,Giancarlo Stanton,519317,276351,home_run,hit_into_play_score,NA,NA,NA,NA,11,Giancarlo Stanton homers (33) on a fly ball to left center field.,R,R,R,TEX,MIA,X,NA,fly_ball,2,0,2017,-0.8551,1.4151,-0.2914,3.9606,NA,NA,NA,0,8,Top,62.9,9.41,NA,NA,518960,NA,NA,8.4999,-132.9298,-2.9403,-12.0567,30.443,-14.9946,3.596,1.5667,468,112,27.4,91.326,2421,6.418,491613,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.0784,0.998,1.993,2,1,0,3,6,70,3,4-Seam Fastball,5,13,13,5,13,5,13,5,Standard,Standard,1
SL,2017-07-26,80.6,-3.0145,6.3669,Giancarlo Stanton,519317,276351,NA,ball,NA,NA,NA,NA,9,NA,R,R,R,TEX,MIA,B,NA,NA,1,0,2017,0.9511,-0.3083,0.6434,2.1596,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518960,NA,NA,6.2898,-117.0455,-2.134,7.4979,20.2115,-34.8175,3.7271,1.7919,NA,NA,NA,79.785,2619,5.642,491613,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.8545,NA,NA,NA,NA,NA,NA,NA,70,2,Slider,5,13,13,5,13,5,13,5,Standard,Standard,NA
SL,2017-07-26,79.5,-2.9738,6.3369,Giancarlo Stanton,519317,276351,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,TEX,MIA,B,NA,NA,0,0,2017,1.0624,-0.3879,1.8752,0.7849,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518960,NA,NA,8.5763,-115.356,-4.6374,7.7347,20.9713,-34.9657,3.7883,1.7352,NA,NA,NA,78.535,2700,5.711,491613,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.7855,NA,NA,NA,NA,NA,NA,NA,70,1,Slider,5,13,13,5,13,5,13,5,Standard,Standard,NA
FS,2017-07-26,89.9,-1.204,5.8904,Giancarlo Stanton,519317,502026,strikeout,swinging_strike,NA,NA,NA,NA,13,Giancarlo Stanton strikes out swinging.,R,R,R,TEX,MIA,S,2,NA,1,2,2017,-1.0866,0.1459,-0.9828,1.876,NA,NA,NA,0,6,Top,NA,NA,NA,NA,518960,NA,NA,2.8146,-130.7329,-4.3024,-13.0011,26.0574,-29.8562,3.5974,1.5681,NA,NA,NA,89.886,1426,6.186,491613,502026,518960,435063,596059,134181,462101,608336,592685,608577,54.3112,NA,NA,0,1,0,0,NA,49,4,Split Finger,2,11,11,2,11,2,11,2,Standard,Standard,NA
KC,2017-07-26,79.9,-1.1726,5.8952,Giancarlo Stanton,519317,502026,NA,foul,NA,NA,NA,NA,2,NA,R,R,R,TEX,MIA,S,NA,NA,1,1,2017,0.6797,-0.7677,0.0072,3.1925,NA,NA,NA,0,6,Top,NA,NA,NA,NA,518960,NA,NA,1.3426,-116.3268,2.0439,5.8859,18.8709,-39.6109,3.5974,1.5681,124,77.1,80.6,79.603,2383,5.749,491613,502026,518960,435063,596059,134181,462101,608336,592685,608577,54.7475,NA,NA,NA,NA,NA,NA,NA,49,3,Knuckle Curve,2,11,11,2,11,2,11,2,Standard,Standard,0
KC,2017-07-26,81.2,-1.1124,5.8976,Giancarlo Stanton,519317,502026,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,TEX,MIA,B,NA,NA,0,1,2017,0.4866,-0.7071,1.5499,1.3945,NA,NA,NA,0,6,Top,NA,NA,NA,NA,518960,NA,NA,4.984,-118.0131,-2.183,3.565,20.7719,-38.4832,3.6928,1.7352,NA,NA,NA,80.233,2321,5.517,491613,502026,518960,435063,596059,134181,462101,608336,592685,608577,54.9793,NA,NA,NA,NA,NA,NA,NA,49,2,Knuckle Curve,2,11,11,2,11,2,11,2,Standard,Standard,NA
FF,2017-07-26,94.2,-1.1313,5.8835,Giancarlo Stanton,519317,502026,NA,called_strike,NA,NA,NA,NA,6,NA,R,R,R,TEX,MIA,S,NA,NA,0,0,2017,-0.5112,1.1221,0.7516,2.365,NA,NA,NA,0,6,Top,NA,NA,NA,NA,518960,NA,NA,6.0431,-136.8546,-5.9843,-7.7223,27.4237,-16.8683,3.6928,1.6874,NA,NA,NA,94.846,2117,6.538,491613,502026,518960,435063,596059,134181,462101,608336,592685,608577,53.959,NA,NA,NA,NA,NA,NA,NA,49,1,4-Seam Fastball,2,11,11,2,11,2,11,2,Standard,Standard,NA
FT,2017-07-26,93.9,-2.3512,5.8818,Giancarlo Stanton,519317,506433,single,hit_into_play_score,NA,NA,NA,NA,11,Giancarlo Stanton singles on a fly ball to center fielder Drew Robinson.   Derek Dietrich scores.    Dee Gordon to 3rd.,R,R,R,TEX,MIA,X,8,fly_ball,0,2,2017,-1.0192,0.7287,-1.1658,3.4813,NA,518618,543829,2,4,Top,137.17,109.32,NA,NA,518960,NA,NA,5.2842,-136.5063,-2.1167,-13.8274,28.0692,-22.8363,3.5976,1.5683,218,64.8,35.6,93.934,2305,6.206,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.2904,0.677,0.651,0.9,1,1,0,4,32,3,2-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,0
FT,2017-07-26,93.4,-2.3635,5.8142,Giancarlo Stanton,519317,506433,NA,swinging_strike,NA,NA,NA,NA,13,NA,R,R,R,TEX,MIA,S,NA,NA,0,1,2017,-1.1175,0.7593,-1.1145,1.9189,NA,518618,543829,2,4,Top,NA,NA,NA,NA,518960,NA,NA,5.6667,-135.7163,-5.9707,-15.0535,27.7759,-21.711,3.5976,1.5683,NA,NA,NA,93.687,2301,6.384,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.1132,NA,NA,NA,NA,NA,NA,NA,32,2,2-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,NA
FT,2017-07-26,93.4,-2.4005,5.8764,Giancarlo Stanton,519317,506433,NA,swinging_strike,NA,NA,NA,NA,11,NA,R,R,R,TEX,MIA,S,NA,NA,0,0,2017,-0.7199,0.7746,-0.8873,3.3263,NA,518618,543829,2,4,Top,NA,NA,NA,NA,518960,NA,NA,5.4282,-135.7301,-2.512,-9.9775,27.8449,-22.3345,3.5976,1.5683,NA,NA,NA,93.214,2298,6.102,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.3949,NA,NA,NA,NA,NA,NA,NA,32,1,2-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,NA
FF,2017-07-26,95.4,-2.4684,5.758,Giancarlo Stanton,519317,506433,walk,ball,NA,NA,NA,NA,14,Giancarlo Stanton walks.,R,R,R,TEX,MIA,B,NA,NA,3,1,2017,-0.1262,1.2995,0.8644,1.8786,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518960,NA,NA,9.0249,-138.2689,-7.4516,-3.5378,29.2883,-14.0509,3.7646,1.7831,NA,NA,NA,95.379,2594,6.375,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.1221,NA,NA,0.7,1,0,0,NA,20,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FF,2017-07-26,94.2,-2.5886,5.7103,Giancarlo Stanton,519317,506433,NA,called_strike,NA,NA,NA,NA,4,NA,R,R,R,TEX,MIA,S,NA,NA,3,0,2017,-0.5325,1.1022,-0.3982,2.9454,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518960,NA,NA,6.8458,-136.7444,-3.8912,-8.1606,29.5513,-17.7164,3.8601,1.7831,NA,NA,NA,94.097,2584,6.306,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.1911,NA,NA,NA,NA,NA,NA,NA,20,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FT,2017-07-26,95.1,-2.4055,5.8801,Giancarlo Stanton,519317,506433,NA,ball,NA,NA,NA,NA,11,NA,R,R,R,TEX,MIA,B,NA,NA,2,0,2017,-1.2556,1.0507,-2.1009,2.8043,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518960,NA,NA,3.6117,-138.1116,-4.7231,-16.9077,32.845,-17.8437,3.7885,1.7831,NA,NA,NA,94.959,2375,6.458,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.0391,NA,NA,NA,NA,NA,NA,NA,20,3,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FC,2017-07-26,86.7,-2.5364,5.735,Giancarlo Stanton,519317,506433,NA,ball,NA,NA,NA,NA,13,NA,R,R,R,TEX,MIA,B,NA,NA,1,0,2017,0.3328,-0.311,-0.0717,1.4212,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518960,NA,NA,5.1779,-125.8582,-3.4266,2.3943,26.3794,-34.9503,3.8123,1.807,NA,NA,NA,85.859,2601,5.947,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.5493,NA,NA,NA,NA,NA,NA,NA,20,2,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,NA
FT,2017-07-26,94.9,-2.3908,5.8778,Giancarlo Stanton,519317,506433,NA,ball,NA,NA,NA,NA,13,NA,R,R,R,TEX,MIA,B,NA,NA,0,0,2017,-1.151,1.0084,-1.1411,0.8166,NA,NA,NA,2,3,Top,NA,NA,NA,NA,518960,NA,NA,5.8361,-137.6071,-9.7766,-15.9683,31.4325,-17.3347,3.8123,1.7593,NA,NA,NA,94.72,2461,6.436,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.0604,NA,NA,NA,NA,NA,NA,NA,20,1,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FF,2017-07-26,96,-2.2197,5.9579,Giancarlo Stanton,519317,506433,strikeout,swinging_strike,NA,NA,NA,NA,11,Giancarlo Stanton strikes out swinging.,R,R,R,TEX,MIA,S,2,NA,1,2,2017,-0.5685,1.1461,-0.5573,4.2879,NA,NA,NA,0,1,Top,NA,NA,NA,NA,518960,NA,NA,5.6164,-139.4276,-1.361,-8.5691,30.5748,-17.3095,3.5976,1.5683,NA,NA,NA,95.415,2480,5.989,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.5074,NA,NA,0,1,0,0,NA,2,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,NA
FF,2017-07-26,94.7,-2.307,5.9477,Giancarlo Stanton,519317,506433,NA,foul,NA,NA,NA,NA,3,NA,R,R,R,TEX,MIA,S,NA,NA,1,1,2017,-0.4661,1.0925,0.2847,3.3157,NA,NA,NA,0,1,Top,NA,NA,NA,NA,518960,NA,NA,7.7728,-137.5559,-3.6515,-7.4712,27.0229,-17.7173,3.5976,1.5683,214,77.2,32.4,94.897,2515,6.239,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.2581,NA,NA,NA,NA,NA,NA,NA,2,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,0
SL,2017-07-26,83.7,-2.4414,6.0052,Giancarlo Stanton,519317,506433,NA,called_strike,NA,NA,NA,NA,7,NA,R,R,R,TEX,MIA,S,NA,NA,1,0,2017,1.247,0.0358,-0.655,2.1429,NA,NA,NA,0,1,Top,NA,NA,NA,NA,518960,NA,NA,1.7284,-121.5969,-2.5133,11.6355,24.0262,-31.5971,3.7631,1.7339,NA,NA,NA,82.264,2820,5.425,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,55.0712,NA,NA,NA,NA,NA,NA,NA,2,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,NA
FF,2017-07-26,93.9,-2.2212,5.9474,Giancarlo Stanton,519317,506433,NA,ball,NA,NA,NA,NA,2,NA,R,R,R,TEX,MIA,B,NA,NA,0,0,2017,-0.472,1.1197,-0.0761,3.207,NA,NA,NA,0,1,Top,NA,NA,NA,NA,518960,NA,NA,6.5731,-136.3322,-3.831,-7.2746,28.6214,-17.5928,3.6717,1.7195,NA,NA,NA,93.887,2391,6.293,491613,506433,518960,435063,596059,134181,462101,608336,592685,608577,54.2038,NA,NA,NA,NA,NA,NA,NA,2,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,NA
SL,2017-07-25,82.3,-2.8273,6.4601,Giancarlo Stanton,519317,276351,strikeout,swinging_strike,NA,NA,NA,NA,14,Giancarlo Stanton strikes out swinging.,R,R,R,TEX,MIA,S,2,NA,2,2,2017,0.5772,-0.1087,0.8414,1.2557,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,7.1617,-119.5995,-5.0976,4.2757,20.3032,-32.5543,3.5972,1.5679,NA,NA,NA,81.941,2708,5.848,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.6492,NA,NA,0,1,0,0,NA,80,6,Slider,10,4,4,10,4,10,4,10,Standard,Standard,NA
FF,2017-07-25,92.8,-3.0197,6.2268,Giancarlo Stanton,519317,276351,NA,foul,NA,NA,NA,NA,11,NA,R,R,R,TEX,MIA,S,NA,NA,2,2,2017,-1.1279,1.2894,-0.092,4.0794,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,9.9297,-134.6783,-2.5361,-15.7985,26.5505,-16.0428,3.5972,1.5679,146,79.4,11,93.089,2403,6.389,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.1077,NA,NA,NA,NA,NA,NA,NA,80,5,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,0
FF,2017-07-25,92.7,-2.902,6.242,Giancarlo Stanton,519317,276351,NA,swinging_strike,NA,NA,NA,NA,2,NA,R,R,R,TEX,MIA,S,NA,NA,2,1,2017,-1.1048,1.2879,0.1675,3.208,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,10.2342,-134.4844,-4.7759,-15.541,26.5984,-15.6658,3.5972,1.5679,NA,NA,NA,92.947,2324,6.396,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.1006,NA,NA,NA,NA,NA,NA,NA,80,4,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,NA
SL,2017-07-25,81.7,-2.9661,6.398,Giancarlo Stanton,519317,276351,NA,called_strike,NA,NA,NA,NA,5,NA,R,R,R,TEX,MIA,S,NA,NA,2,0,2017,0.6806,-0.1093,-0.1008,3.0334,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,5.1233,-118.8415,-0.9106,5.5653,18.8245,-33.2607,3.7165,1.735,NA,NA,NA,81.322,2635,5.662,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.8348,NA,NA,NA,NA,NA,NA,NA,80,3,Slider,10,4,4,10,4,10,4,10,Standard,Standard,NA
FF,2017-07-25,92.8,-2.9259,6.2983,Giancarlo Stanton,519317,276351,NA,ball,NA,NA,NA,NA,12,NA,R,R,R,TEX,MIA,B,NA,NA,1,0,2017,-0.994,1.3561,0.9804,4.1182,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,12.0638,-134.4122,-2.7018,-14.4721,26.8805,-15.3858,3.7165,1.9021,NA,NA,NA,92.541,2389,6.207,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.2892,NA,NA,NA,NA,NA,NA,NA,80,2,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,NA
SL,2017-07-25,80.9,-2.9579,6.5235,Giancarlo Stanton,519317,276351,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,TEX,MIA,B,NA,NA,0,0,2017,0.4917,-0.1175,0.8739,1.8045,NA,449107,543829,2,9,Top,NA,NA,NA,NA,518960,NA,NA,7.5391,-117.6296,-3.7596,3.3962,17.5406,-32.8916,3.7881,1.8066,NA,NA,NA,80.566,2679,5.625,491598,276351,518960,435063,596059,134181,462101,608336,460576,608577,54.8714,NA,NA,NA,NA,NA,NA,NA,80,1,Slider,10,4,4,10,4,10,4,10,Standard,Standard,NA
FF,2017-07-25,98.7,-1.3769,5.5721,Giancarlo Stanton,519317,456713,field_out,hit_into_play,NA,NA,NA,NA,11,Giancarlo Stanton flies out to left fielder Joey Gallo.,R,R,R,TEX,MIA,X,7,fly_ball,3,1,2017,-0.5923,1.3993,-1.2563,2.8138,NA,NA,NA,2,7,Top,71.02,135.52,NA,NA,518960,NA,NA,1.706,-143.4313,-5.3167,-8.5972,32.8619,-11.7763,3.5974,1.5681,242,101.1,55.3,98.888,2500,6.437,491598,456713,518960,435063,596059,134181,462101,608336,460576,608577,54.0595,0.012,0.014,0,1,0,0,3,64,5,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,0
SL,2017-07-25,86.3,-1.6933,5.2239,Giancarlo Stanton,519317,456713,NA,ball,NA,NA,NA,NA,13,NA,R,R,R,TEX,MIA,B,NA,NA,2,1,2017,0.7108,0.3151,-1.1947,2.1458,NA,NA,NA,2,7,Top,NA,NA,NA,NA,518960,NA,NA,-0.2291,-125.4972,-1.747,7.4856,24.3787,-28.7588,3.6928,1.7829,NA,NA,NA,85.937,2490,5.992,491598,456713,518960,435063,596059,134181,462101,608336,460576,608577,54.5047,NA,NA,NA,NA,NA,NA,NA,64,4,Slider,10,4,4,10,4,10,4,10,Standard,Standard,NA
FF,2017-07-25,98.8,-1.4163,5.7003,Giancarlo Stanton,519317,456713,NA,ball,NA,NA,NA,NA,11,NA,R,R,R,TEX,MIA,B,NA,NA,1,1,2017,-0.5896,1.5681,-1.5026,3.4443,NA,NA,NA,2,7,Top,NA,NA,NA,NA,518960,NA,NA,1.1156,-143.4914,-4.2769,-8.3501,33.8762,-9.8836,3.7405,1.9261,NA,NA,NA,98.362,2570,6.183,491598,456713,518960,435063,596059,134181,462101,608336,460576,608577,54.3135,NA,NA,NA,NA,NA,NA,NA,64,3,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,NA
FF,2017-07-25,98.7,-1.431,5.6903,Giancarlo Stanton,519317,456713,NA,swinging_strike,NA,NA,NA,NA,11,NA,R,R,R,TEX,MIA,S,NA,NA,1,0,2017,-0.5886,1.6554,-0.6806,3.8301,NA,NA,NA,2,7,Top,NA,NA,NA,NA,518960,NA,NA,3.3925,-143.2707,-3.3782,-8.8903,35.5919,-8.9343,3.5974,1.5681,NA,NA,NA,98.195,2463,6.299,491598,456713,518960,435063,596059,134181,462101,608336,460576,608577,54.1976,NA,NA,NA,NA,NA,NA,NA,64,2,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,NA
